,chars,words,commas,apostrophes,punctuations,avg_word_length,POS,POS/total_words,prompt_words,prompt_words/total_words,synonym_words,synonym_words/total_words,unstemmed,stemmed,score
103,821.0,157.0,3.0,6.0,9.0,5.229299363057325,155.66233766233765,0.9914798577218958,107.0,0.6815286624203821,65.0,0.4140127388535032,228,228,1
104,1034.0,197.0,4.0,5.0,12.0,5.248730964467005,193.96923076923076,0.9846153846153846,174.0,0.883248730964467,91.0,0.4619289340101523,255,254,3
105,298.0,60.0,0.0,3.0,1.0,4.966666666666667,58.96551724137931,0.9827586206896551,45.0,0.75,19.0,0.31666666666666665,86,88,0
106,1059.0,202.0,3.0,6.0,9.0,5.242574257425742,197.62333333333333,0.9783333333333334,163.0,0.806930693069307,94.0,0.46534653465346537,269,266,3
107,1338.0,262.0,3.0,2.0,12.0,5.106870229007634,258.984555984556,0.9884906716967785,204.0,0.7786259541984732,107.0,0.4083969465648855,317,312,3
108,1246.0,235.0,11.0,4.0,11.0,5.302127659574468,232.99137931034483,0.9914526779163609,179.0,0.7617021276595745,98.0,0.41702127659574467,301,294,3
109,1230.0,227.0,7.0,4.0,15.0,5.418502202643172,224.98222222222225,0.9911111111111113,189.0,0.8325991189427313,105.0,0.46255506607929514,289,281,3
110,1170.0,228.0,8.0,5.0,12.0,5.131578947368421,227.32743362831857,0.9970501474926253,192.0,0.8421052631578947,108.0,0.47368421052631576,254,250,4
111,460.0,83.0,2.0,2.0,4.0,5.542168674698795,81.65833333333333,0.9838353413654618,70.0,0.8433734939759037,36.0,0.43373493975903615,120,119,2
112,857.0,156.0,3.0,2.0,7.0,5.493589743589744,151.9607843137255,0.9741075917546507,127.0,0.8141025641025641,67.0,0.42948717948717946,209,202,3
113,1293.0,246.0,8.0,6.0,19.0,5.2560975609756095,243.64754098360655,0.9904371584699453,202.0,0.8211382113821138,115.0,0.46747967479674796,305,295,3
114,807.0,156.0,5.0,6.0,10.0,5.173076923076923,154.64935064935065,0.9913419913419913,118.0,0.7564102564102564,59.0,0.3782051282051282,223,222,2
115,357.0,68.0,0.0,2.0,3.0,5.25,65.96923076923076,0.9701357466063347,51.0,0.75,25.0,0.36764705882352944,86,86,1
116,1132.0,218.0,5.0,2.0,10.0,5.192660550458716,213.63565891472868,0.9799800867648104,169.0,0.7752293577981652,100.0,0.45871559633027525,277,270,3
117,775.0,146.0,2.0,4.0,7.0,5.308219178082192,144.98611111111111,0.9930555555555556,122.0,0.8356164383561644,72.0,0.4931506849315068,206,202,0
118,385.0,74.0,2.0,2.0,2.0,5.202702702702703,71.65714285714286,0.9683397683397683,60.0,0.8108108108108109,31.0,0.4189189189189189,105,103,2
119,1074.0,201.0,4.0,5.0,7.0,5.343283582089552,199.3265993265993,0.9916746235154195,155.0,0.7711442786069652,81.0,0.40298507462686567,246,246,3
120,733.0,132.0,8.0,4.0,8.0,5.553030303030303,130.3076923076923,0.9871794871794871,94.0,0.7121212121212122,49.0,0.3712121212121212,191,190,2
121,688.0,124.0,0.0,4.0,5.0,5.548387096774194,123.3224043715847,0.994535519125683,102.0,0.8225806451612904,58.0,0.46774193548387094,162,163,3
122,2013.0,359.0,17.0,8.0,21.0,5.607242339832869,356.9887955182073,0.9943977591036416,293.0,0.8161559888579387,150.0,0.4178272980501393,402,394,4
123,192.0,42.0,1.0,2.0,1.0,4.571428571428571,41.0,0.9761904761904762,37.0,0.8809523809523809,25.0,0.5952380952380952,56,57,0
124,405.0,72.0,1.0,4.0,4.0,5.625,71.31428571428572,0.9904761904761905,63.0,0.875,35.0,0.4861111111111111,108,108,2
125,953.0,180.0,4.0,6.0,14.0,5.294444444444444,177.97752808988764,0.9887640449438202,140.0,0.7777777777777778,68.0,0.37777777777777777,218,216,3
126,948.0,192.0,5.0,4.0,17.0,4.9375,189.97894736842105,0.9894736842105263,151.0,0.7864583333333334,78.0,0.40625,249,250,3
127,821.0,159.0,7.0,2.0,7.0,5.163522012578617,156.64957264957266,0.9852174380476268,118.0,0.7421383647798742,61.0,0.3836477987421384,197,193,3
128,1011.0,195.0,5.0,9.0,10.0,5.184615384615385,192.6424870466321,0.9879101899827288,161.0,0.8256410256410256,94.0,0.48205128205128206,252,249,2
129,1059.0,193.0,3.0,5.0,9.0,5.487046632124352,189.96858638743456,0.9842931937172775,162.0,0.8393782383419689,88.0,0.45595854922279794,257,253,4
130,783.0,148.0,2.0,6.0,7.0,5.29054054054054,146.32413793103447,0.9886766076421248,115.0,0.777027027027027,66.0,0.44594594594594594,206,205,2
131,540.0,101.0,2.0,3.0,5.0,5.346534653465347,99.97979797979798,0.98989898989899,86.0,0.8514851485148515,52.0,0.5148514851485149,147,145,2
132,892.0,176.0,9.0,4.0,8.0,5.068181818181818,174.66281310211946,0.9924023471711333,152.0,0.8636363636363636,78.0,0.4431818181818182,222,217,3
133,1285.0,244.0,9.0,4.0,12.0,5.266393442622951,239.96694214876035,0.9834710743801653,207.0,0.8483606557377049,109.0,0.44672131147540983,321,312,4
134,973.0,186.0,7.0,4.0,5.0,5.231182795698925,184.9891304347826,0.9945652173913043,149.0,0.8010752688172043,81.0,0.43548387096774194,232,229,3
135,490.0,93.0,0.0,4.0,6.0,5.268817204301075,91.2967032967033,0.9816849816849818,82.0,0.8817204301075269,40.0,0.43010752688172044,141,139,2
136,941.0,172.0,4.0,4.0,11.0,5.47093023255814,170.98823529411766,0.9941176470588236,144.0,0.8372093023255814,86.0,0.5,228,224,3
137,1043.0,207.0,7.0,4.0,21.0,5.038647342995169,204.6439024390244,0.9886178861788618,173.0,0.8357487922705314,92.0,0.4444444444444444,279,277,3
138,1136.0,212.0,1.0,4.0,7.0,5.3584905660377355,210.3174603174603,0.992063492063492,165.0,0.7783018867924528,104.0,0.49056603773584906,293,284,4
139,659.0,123.0,2.0,5.0,12.0,5.357723577235772,121.64462809917356,0.9889807162534435,103.0,0.8373983739837398,46.0,0.37398373983739835,155,154,1
140,694.0,126.0,1.0,2.0,8.0,5.507936507936508,123.30623306233062,0.9786208973200843,103.0,0.8174603174603174,60.0,0.47619047619047616,186,182,3
141,814.0,144.0,4.0,5.0,6.0,5.652777777777778,143.3239436619718,0.9953051643192486,107.0,0.7430555555555556,60.0,0.4166666666666667,218,214,3
142,935.0,172.0,4.0,5.0,12.0,5.436046511627907,170.98823529411766,0.9941176470588236,136.0,0.7906976744186046,69.0,0.4011627906976744,235,229,3
143,902.0,169.0,8.0,4.0,9.0,5.337278106508876,167.65069860279442,0.9920159680638723,146.0,0.863905325443787,79.0,0.46745562130177515,230,225,3
144,1318.0,253.0,4.0,8.0,16.0,5.209486166007905,250.64807436918989,0.9907038512616201,205.0,0.8102766798418972,124.0,0.4901185770750988,295,289,4
145,330.0,64.0,0.0,2.0,4.0,5.15625,61.31111111111111,0.9579861111111111,50.0,0.78125,26.0,0.40625,89,86,1
146,763.0,151.0,5.0,4.0,11.0,5.052980132450331,148.64864864864865,0.9844281367460175,123.0,0.8145695364238411,61.0,0.40397350993377484,196,198,3
147,821.0,161.0,6.0,5.0,8.0,5.099378881987578,159.31236897274633,0.9895178197064989,131.0,0.8136645962732919,73.0,0.453416149068323,227,224,3
148,939.0,170.0,9.0,4.0,10.0,5.523529411764706,169.3253968253968,0.9960317460317459,137.0,0.8058823529411765,72.0,0.4235294117647059,229,229,4
149,533.0,99.0,5.0,2.0,4.0,5.383838383838384,98.0,0.98989898989899,73.0,0.7373737373737373,44.0,0.4444444444444444,147,146,2
150,717.0,135.0,4.0,4.0,9.0,5.311111111111111,132.96992481203006,0.9849624060150375,122.0,0.9037037037037037,57.0,0.4222222222222222,185,183,3
151,996.0,196.0,5.0,9.0,8.0,5.081632653061225,195.32646048109967,0.9965635738831616,151.0,0.7704081632653061,93.0,0.4744897959183674,260,256,0
152,856.0,153.0,0.0,5.0,7.0,5.594771241830065,151.64900662251654,0.9911699779249447,119.0,0.7777777777777778,63.0,0.4117647058823529,213,212,3
153,1203.0,217.0,6.0,2.0,10.0,5.543778801843318,215.3271028037383,0.9922907963305913,173.0,0.7972350230414746,81.0,0.37327188940092165,266,262,4
154,1143.0,222.0,7.0,4.0,12.0,5.148648648648648,220.9909090909091,0.9954545454545455,186.0,0.8378378378378378,102.0,0.4594594594594595,258,252,3
155,770.0,145.0,3.0,3.0,10.0,5.310344827586207,142.63403263403265,0.9836829836829838,121.0,0.8344827586206897,68.0,0.4689655172413793,187,183,3
156,1207.0,232.0,13.0,9.0,14.0,5.202586206896552,230.9913043478261,0.9956521739130435,173.0,0.7456896551724138,93.0,0.40086206896551724,291,290,4
157,978.0,190.0,3.0,2.0,8.0,5.147368421052631,187.31550802139037,0.985871094849423,152.0,0.8,82.0,0.43157894736842106,240,232,3
158,563.0,105.0,2.0,3.0,5.0,5.3619047619047615,104.66019417475728,0.9967637540453074,84.0,0.8,41.0,0.3904761904761905,150,146,3
159,649.0,115.0,4.0,2.0,2.0,5.643478260869565,113.66071428571429,0.9883540372670808,103.0,0.8956521739130435,46.0,0.4,140,137,2
160,1639.0,306.0,17.0,7.0,17.0,5.356209150326797,302.64473684210526,0.9890350877192983,243.0,0.7941176470588235,140.0,0.45751633986928103,373,366,3
161,1443.0,285.0,15.0,8.0,11.0,5.063157894736842,282.65017667844523,0.9917550058892816,232.0,0.8140350877192982,126.0,0.4421052631578947,321,319,4
162,740.0,139.0,2.0,4.0,12.0,5.323741007194244,137.64720194647202,0.9902676399026764,106.0,0.762589928057554,55.0,0.39568345323741005,190,190,2
163,413.0,82.0,0.0,2.0,3.0,5.036585365853658,81.0,0.9878048780487805,61.0,0.7439024390243902,35.0,0.4268292682926829,119,118,1
164,1055.0,192.0,8.0,7.0,13.0,5.494791666666667,190.98947368421054,0.9947368421052633,153.0,0.796875,77.0,0.4010416666666667,246,241,3
165,1132.0,205.0,8.0,3.0,9.0,5.521951219512195,204.32676518883414,0.9967159277504105,174.0,0.848780487804878,91.0,0.44390243902439025,252,245,4
166,1583.0,299.0,17.0,7.0,11.0,5.294314381270903,297.3221099887767,0.9943883277216611,241.0,0.8060200668896321,143.0,0.4782608695652174,365,357,4
167,1057.0,194.0,6.0,5.0,9.0,5.448453608247423,192.31597222222223,0.9913194444444445,162.0,0.8350515463917526,80.0,0.41237113402061853,230,223,3
168,723.0,143.0,1.0,7.0,7.0,5.055944055944056,140.9857142857143,0.985914085914086,119.0,0.8321678321678322,58.0,0.40559440559440557,185,178,3
169,672.0,127.0,0.0,4.0,5.0,5.291338582677166,126.32266666666666,0.9946666666666666,105.0,0.8267716535433071,51.0,0.4015748031496063,179,181,1
170,1558.0,296.0,9.0,7.0,11.0,5.263513513513513,291.31506849315065,0.9841725286930765,247.0,0.8344594594594594,140.0,0.47297297297297297,349,330,4
171,706.0,134.0,5.0,2.0,8.0,5.268656716417911,131.64631043256998,0.9824351524818655,113.0,0.8432835820895522,63.0,0.4701492537313433,196,192,3
172,958.0,198.0,9.0,5.0,8.0,4.838383838383838,195.65299145299144,0.9881464214797547,142.0,0.7171717171717171,87.0,0.4393939393939394,268,268,3
173,1018.0,195.0,6.0,2.0,10.0,5.220512820512821,192.65277777777777,0.9879629629629629,176.0,0.9025641025641026,94.0,0.48205128205128206,241,236,3
174,1129.0,209.0,4.0,6.0,7.0,5.401913875598086,207.6537842190016,0.9935587761674718,170.0,0.8133971291866029,108.0,0.5167464114832536,272,268,3
175,1418.0,260.0,5.0,6.0,13.0,5.453846153846154,257.312661498708,0.9896640826873384,207.0,0.7961538461538461,125.0,0.4807692307692308,340,331,4
176,210.0,35.0,2.0,2.0,1.0,6.0,34.0,0.9714285714285714,28.0,0.8,15.0,0.42857142857142855,56,57,1
