,chars,words,commas,apostrophes,punctuations,avg_word_length,sentences,questions,avg_word_sentence,POS,POS/total_words,prompt_words,prompt_words/total_words,synonym_words,synonym_words/total_words,unstemmed,stemmed,score
20,2081.0,404.0,14.0,2.0,0.0,5.150990099009901,19.0,1.0,21.263157894736842,17.41978387364921,0.04311827691497329,171.0,0.42326732673267325,81.0,0.2004950495049505,500,488,8
21,323.0,60.0,0.0,2.0,0.0,5.383333333333334,2.0,0.0,30.0,0.0,0.0,29.0,0.48333333333333334,17.0,0.2833333333333333,86,84,3
22,2890.0,575.0,11.0,11.0,0.0,5.026086956521739,28.0,2.0,20.535714285714285,28.098073555166373,0.04886621487855022,224.0,0.38956521739130434,140.0,0.24347826086956523,660,643,10
23,3269.0,662.0,42.0,12.0,10.0,4.938066465256798,29.0,1.0,22.82758620689655,20.395136778115504,0.030808363713165414,291.0,0.4395770392749245,163.0,0.24622356495468278,697,675,11
24,1696.0,326.0,10.0,3.0,0.0,5.2024539877300615,16.0,0.0,20.375,12.074534161490684,0.037038448348130935,130.0,0.3987730061349693,84.0,0.25766871165644173,355,339,8
25,2020.0,412.0,23.0,6.0,8.0,4.902912621359223,13.0,2.0,31.692307692307693,29.477124183006538,0.07154641791991878,162.0,0.3932038834951456,83.0,0.20145631067961164,451,440,9
26,659.0,137.0,6.0,2.0,0.0,4.810218978102189,7.0,0.0,19.571428571428573,3.7213930348258706,0.027163452808947962,44.0,0.32116788321167883,23.0,0.1678832116788321,171,169,4
27,2097.0,411.0,16.0,4.0,2.0,5.102189781021898,27.0,0.0,15.222222222222221,17.753480753480755,0.04319581691844466,143.0,0.34793187347931875,73.0,0.17761557177615572,504,490,9
28,2101.0,431.0,22.0,4.0,6.0,4.874709976798144,20.0,1.0,21.55,15.405320813771517,0.03574320374424946,205.0,0.4756380510440835,96.0,0.22273781902552203,467,450,9
29,1449.0,289.0,6.0,7.0,0.0,5.013840830449827,15.0,0.0,19.266666666666666,17.7906432748538,0.06155931929015156,113.0,0.39100346020761245,72.0,0.2491349480968858,338,328,8
30,2639.0,553.0,30.0,15.0,3.0,4.772151898734177,27.0,4.0,20.48148148148148,32.45155393053017,0.05868273766822815,189.0,0.34177215189873417,88.0,0.15913200723327306,618,602,10
31,2792.0,565.0,26.0,10.0,3.0,4.941592920353982,29.0,4.0,19.482758620689655,27.765300059417704,0.04914212399896939,235.0,0.415929203539823,134.0,0.23716814159292035,630,611,10
32,932.0,188.0,7.0,2.0,0.0,4.957446808510638,12.0,0.0,15.666666666666666,8.76036036036036,0.046597661491278516,87.0,0.4627659574468085,51.0,0.2712765957446808,244,237,6
33,1923.0,415.0,15.0,10.0,1.0,4.633734939759036,25.0,0.0,16.6,19.092457420924575,0.04600592149620379,161.0,0.38795180722891565,91.0,0.21927710843373494,466,449,8
34,2340.0,480.0,22.0,4.0,1.0,4.875,29.0,3.0,16.551724137931036,21.757703081232492,0.045328548085901026,234.0,0.4875,146.0,0.30416666666666664,470,460,9
35,3027.0,611.0,35.0,9.0,4.0,4.954173486088379,16.0,4.0,38.1875,26.754530477759474,0.043788102254925486,250.0,0.40916530278232405,116.0,0.18985270049099837,675,649,10
36,2702.0,551.0,25.0,4.0,2.0,4.903811252268603,27.0,2.0,20.40740740740741,20.407678244972576,0.037037528575267833,207.0,0.37568058076225047,119.0,0.2159709618874773,650,627,12
37,1895.0,380.0,7.0,4.0,0.0,4.9868421052631575,17.0,0.0,22.352941176470587,8.377659574468085,0.0220464725643897,159.0,0.41842105263157897,85.0,0.2236842105263158,448,430,8
38,2413.0,479.0,7.0,3.0,1.0,5.0375782881002085,21.0,0.0,22.80952380952381,32.80421052631579,0.06848478189209978,193.0,0.40292275574112735,125.0,0.2609603340292276,576,543,10
39,1042.0,217.0,3.0,5.0,0.0,4.8018433179723505,16.0,0.0,13.5625,14.131455399061034,0.06512191428138725,105.0,0.4838709677419355,67.0,0.3087557603686636,272,270,7
40,229.0,48.0,0.0,2.0,0.0,4.770833333333333,3.0,0.0,16.0,1.3953488372093024,0.029069767441860465,29.0,0.6041666666666666,15.0,0.3125,64,62,2
41,1498.0,304.0,0.0,5.0,1.0,4.927631578947368,14.0,0.0,21.714285714285715,15.435555555555554,0.050774853801169584,119.0,0.39144736842105265,71.0,0.23355263157894737,357,348,8
42,791.0,157.0,2.0,5.0,0.0,5.038216560509555,8.0,0.0,19.625,10.130718954248366,0.06452687232005329,67.0,0.4267515923566879,32.0,0.20382165605095542,209,205,6
43,1654.0,351.0,5.0,3.0,0.0,4.712250712250713,28.0,0.0,12.535714285714286,10.392891450528339,0.02960937735193259,140.0,0.39886039886039887,108.0,0.3076923076923077,303,292,8
44,1732.0,364.0,14.0,6.0,0.0,4.758241758241758,17.0,3.0,21.41176470588235,15.753703703703705,0.04327940577940578,128.0,0.3516483516483517,76.0,0.2087912087912088,411,401,8
45,1660.0,332.0,6.0,11.0,0.0,5.0,11.0,0.0,30.181818181818183,19.786585365853657,0.059598148692330294,136.0,0.40963855421686746,81.0,0.24397590361445784,292,284,8
46,1673.0,346.0,6.0,4.0,2.0,4.835260115606936,16.0,0.0,21.625,14.08187134502924,0.040699050130142314,125.0,0.36127167630057805,81.0,0.23410404624277456,433,417,8
47,2915.0,623.0,22.0,21.0,0.0,4.678972712680578,28.0,5.0,22.25,13.376413570274636,0.021470968812639865,266.0,0.42696629213483145,151.0,0.24237560192616373,638,618,11
48,1844.0,355.0,6.0,4.0,0.0,5.194366197183099,25.0,2.0,14.2,15.420702754036087,0.04343859930714391,171.0,0.48169014084507045,93.0,0.2619718309859155,411,401,6
49,482.0,89.0,1.0,2.0,0.0,5.415730337078652,3.0,0.0,29.666666666666668,3.410852713178295,0.03832418778852017,32.0,0.3595505617977528,20.0,0.2247191011235955,139,137,5
50,2806.0,600.0,5.0,8.0,0.0,4.676666666666667,14.0,0.0,42.857142857142854,21.07046979865772,0.035117449664429534,223.0,0.37166666666666665,113.0,0.18833333333333332,636,617,9
51,1339.0,261.0,3.0,2.0,0.0,5.130268199233717,15.0,0.0,17.4,11.085271317829458,0.042472303899729724,113.0,0.4329501915708812,51.0,0.19540229885057472,344,334,7
52,2262.0,482.0,21.0,10.0,0.0,4.6929460580912865,27.0,0.0,17.85185185185185,24.100418410041843,0.05000086807062623,201.0,0.4170124481327801,101.0,0.2095435684647303,549,531,8
53,2362.0,488.0,26.0,11.0,2.0,4.840163934426229,32.0,1.0,15.25,19.078512396694215,0.039095312288307815,178.0,0.36475409836065575,106.0,0.21721311475409835,571,548,10
54,1387.0,263.0,7.0,4.0,3.0,5.273764258555133,10.0,0.0,26.3,13.772200772200772,0.05236578240380522,77.0,0.29277566539923955,49.0,0.18631178707224336,295,290,8
55,2910.0,506.0,11.0,2.0,0.0,5.75098814229249,22.0,0.0,23.0,10.7090788601723,0.021164187470696243,201.0,0.39723320158102765,97.0,0.191699604743083,656,635,10
56,1753.0,331.0,11.0,4.0,0.0,5.2960725075528705,22.0,1.0,15.045454545454545,10.061162079510703,0.030396260058944722,131.0,0.3957703927492447,64.0,0.1933534743202417,402,387,9
57,1102.0,226.0,7.0,8.0,0.0,4.876106194690266,14.0,0.0,16.142857142857142,19.17117117117117,0.08482819102288129,112.0,0.49557522123893805,59.0,0.2610619469026549,285,278,7
58,2479.0,480.0,8.0,5.0,1.0,5.164583333333334,22.0,0.0,21.818181818181817,15.397759103641455,0.03207866479925303,202.0,0.42083333333333334,135.0,0.28125,556,528,8
59,426.0,82.0,5.0,2.0,0.0,5.195121951219512,6.0,0.0,13.666666666666666,1.0253164556962024,0.012503859215807347,50.0,0.6097560975609756,26.0,0.3170731707317073,109,106,4
60,1723.0,341.0,9.0,6.0,0.0,5.052785923753666,22.0,1.0,15.5,17.771513353115726,0.052115874935823245,140.0,0.41055718475073316,97.0,0.2844574780058651,384,374,8
61,1524.0,313.0,7.0,8.0,0.0,4.8690095846645365,14.0,0.0,22.357142857142858,17.11038961038961,0.05466578150284221,124.0,0.3961661341853035,73.0,0.23322683706070288,322,304,8
62,1615.0,323.0,11.0,3.0,0.0,5.0,17.0,0.0,19.0,11.739811912225704,0.036346166910915495,157.0,0.48606811145510836,74.0,0.22910216718266255,336,330,8
63,1120.0,232.0,0.0,7.0,0.0,4.827586206896552,6.0,0.0,38.666666666666664,16.81286549707602,0.07246924783222423,78.0,0.33620689655172414,41.0,0.17672413793103448,266,246,7
64,2355.0,471.0,15.0,14.0,0.0,5.0,24.0,0.0,19.625,16.068522483940043,0.03411575898925699,181.0,0.3842887473460722,102.0,0.21656050955414013,527,510,9
65,2164.0,419.0,17.0,3.0,1.0,5.164677804295943,22.0,3.0,19.045454545454547,16.412048192771085,0.03916956609253242,170.0,0.40572792362768495,89.0,0.21241050119331742,512,490,9
66,1664.0,331.0,13.0,3.0,0.0,5.027190332326284,18.0,2.0,18.38888888888889,8.384301732925586,0.02533021671578727,138.0,0.4169184290030212,77.0,0.2326283987915408,347,337,8
67,2280.0,459.0,20.0,13.0,0.0,4.967320261437909,33.0,1.0,13.909090909090908,23.770695970695968,0.051788008650753746,193.0,0.420479302832244,98.0,0.21350762527233116,554,534,9
68,1290.0,281.0,15.0,5.0,0.0,4.590747330960854,18.0,0.0,15.61111111111111,11.750902527075812,0.04181815845934453,108.0,0.38434163701067614,65.0,0.2313167259786477,334,326,7
69,2534.0,481.0,24.0,7.0,0.0,5.268191268191268,25.0,3.0,19.24,10.37665967854647,0.021573097044795157,192.0,0.3991683991683992,93.0,0.19334719334719336,566,555,12
70,2410.0,481.0,10.0,3.0,0.0,5.01039501039501,20.0,1.0,24.05,13.054621848739496,0.027140585964115376,213.0,0.44282744282744285,121.0,0.2515592515592516,526,509,10
71,3275.0,601.0,41.0,8.0,0.0,5.449251247920133,25.0,0.0,24.04,17.391401451702958,0.028937440019472474,248.0,0.41264559068219636,124.0,0.20632279534109818,672,636,10
72,2129.0,426.0,9.0,11.0,0.0,4.997652582159624,20.0,0.0,21.3,13.731437598736177,0.03223342159327741,150.0,0.352112676056338,83.0,0.19483568075117372,488,473,8
73,1729.0,367.0,29.0,7.0,2.0,4.7111716621253406,25.0,3.0,14.68,17.76400367309458,0.048403279763200496,158.0,0.4305177111716621,80.0,0.21798365122615804,368,355,7
74,2096.0,392.0,21.0,2.0,0.0,5.346938775510204,21.0,0.0,18.666666666666668,21.778063410454156,0.055556284210342234,172.0,0.4387755102040816,103.0,0.2627551020408163,470,454,8
75,1807.0,361.0,27.0,8.0,0.0,5.0055401662049865,16.0,3.0,22.5625,16.08988764044944,0.04457032587382116,174.0,0.481994459833795,120.0,0.33240997229916897,366,354,8
76,3072.0,605.0,18.0,16.0,0.0,5.0776859504132235,45.0,2.0,13.444444444444445,23.076539101497506,0.03814303983718596,234.0,0.3867768595041322,119.0,0.19669421487603306,655,633,10
77,2365.0,475.0,11.0,8.0,13.0,4.978947368421053,23.0,0.0,20.652173913043477,17.4069355980184,0.036646180206354524,203.0,0.42736842105263156,109.0,0.2294736842105263,468,452,10
78,2041.0,419.0,15.0,3.0,0.0,4.871121718377088,18.0,0.0,23.27777777777778,8.373493975903614,0.01998447249619001,198.0,0.47255369928400953,101.0,0.24105011933174225,466,459,10
79,2351.0,456.0,21.0,3.0,1.0,5.155701754385965,20.0,0.0,22.8,14.396755162241888,0.03157183149614449,151.0,0.33114035087719296,90.0,0.19736842105263158,559,543,8
80,1970.0,413.0,23.0,8.0,0.0,4.769975786924939,17.0,0.0,24.294117647058822,12.728606356968216,0.030819870113724494,184.0,0.44552058111380144,84.0,0.2033898305084746,399,384,8
81,1692.0,320.0,9.0,6.0,0.0,5.2875,22.0,1.0,14.545454545454545,11.405063291139241,0.03564082278481013,144.0,0.45,71.0,0.221875,357,353,8
82,1102.0,224.0,1.0,4.0,0.0,4.919642857142857,9.0,0.0,24.88888888888889,8.40909090909091,0.03754058441558442,89.0,0.39732142857142855,52.0,0.23214285714285715,286,279,7
83,1006.0,218.0,0.0,3.0,0.0,4.614678899082569,11.0,0.0,19.818181818181817,14.80373831775701,0.06790705650347252,80.0,0.3669724770642202,41.0,0.18807339449541285,230,225,6
84,3075.0,608.0,14.0,17.0,1.0,5.057565789473684,28.0,3.0,21.714285714285715,35.450331125827816,0.05830646566747996,255.0,0.4194078947368421,140.0,0.23026315789473684,619,593,10
85,2541.0,460.0,8.0,5.0,0.0,5.523913043478261,27.0,1.0,17.037037037037038,16.40497076023392,0.035662979913551995,193.0,0.41956521739130437,106.0,0.23043478260869565,556,534,8
86,2404.0,503.0,28.0,22.0,3.0,4.779324055666004,34.0,2.0,14.794117647058824,25.434869739478955,0.05056634143037566,161.0,0.32007952286282304,88.0,0.1749502982107356,568,550,10
87,2265.0,476.0,8.0,6.0,5.0,4.758403361344538,16.0,0.0,29.75,21.423728813559322,0.045007833641931345,177.0,0.37184873949579833,121.0,0.2542016806722689,534,518,9
88,1307.0,269.0,6.0,2.0,0.0,4.858736059479554,29.0,0.0,9.275862068965518,6.045112781954887,0.02247253822288062,115.0,0.4275092936802974,52.0,0.19330855018587362,243,231,6
89,1253.0,257.0,12.0,5.0,0.0,4.875486381322958,9.0,0.0,28.555555555555557,8.735177865612648,0.03398901893234493,123.0,0.4785992217898833,82.0,0.31906614785992216,302,295,7
90,1297.0,256.0,4.0,3.0,0.0,5.06640625,15.0,0.0,17.066666666666666,6.719576719576719,0.02624834656084656,93.0,0.36328125,51.0,0.19921875,295,287,8
91,3555.0,767.0,41.0,11.0,6.0,4.634941329856584,46.0,4.0,16.67391304347826,40.10484927916121,0.05228793908625972,322.0,0.4198174706649283,170.0,0.22164276401564537,728,704,11
92,3237.0,598.0,23.0,6.0,1.0,5.413043478260869,23.0,0.0,26.0,8.026936026936028,0.013422969944709076,252.0,0.4214046822742475,148.0,0.24749163879598662,733,719,11
93,1726.0,361.0,11.0,10.0,1.0,4.781163434903047,22.0,2.0,16.40909090909091,16.42483660130719,0.04549816233049084,153.0,0.42382271468144045,81.0,0.22437673130193905,402,391,8
94,2482.0,522.0,13.0,9.0,6.0,4.754789272030651,27.0,3.0,19.333333333333332,24.42746615087041,0.04679591216641841,190.0,0.36398467432950193,91.0,0.1743295019157088,585,566,10
95,1295.0,257.0,10.0,2.0,0.0,5.038910505836576,15.0,0.0,17.133333333333333,8.062992125984252,0.031373510217837554,99.0,0.3852140077821012,55.0,0.2140077821011673,326,314,7
96,1701.0,333.0,9.0,7.0,0.0,5.108108108108108,21.0,0.0,15.857142857142858,8.7193515704154,0.026184238950196396,131.0,0.3933933933933934,76.0,0.22822822822822822,438,430,8
97,2408.0,477.0,25.0,5.0,0.0,5.048218029350105,34.0,0.0,14.029411764705882,16.402396053558846,0.03438657453576278,198.0,0.41509433962264153,89.0,0.18658280922431866,585,568,11
98,1897.0,389.0,14.0,7.0,1.0,4.876606683804627,18.0,2.0,21.61111111111111,19.433766233766235,0.04995826795312657,128.0,0.32904884318766064,63.0,0.16195372750642673,496,478,8
99,1184.0,259.0,4.0,2.0,4.0,4.571428571428571,10.0,4.0,25.9,20.492810457516338,0.07912282029929088,70.0,0.2702702702702703,45.0,0.17374517374517376,289,281,7
100,2676.0,534.0,18.0,9.0,0.0,5.01123595505618,34.0,6.0,15.705882352941176,23.08679245283019,0.04323369373189174,205.0,0.3838951310861423,133.0,0.24906367041198502,622,610,10
101,1819.0,366.0,4.0,3.0,0.0,4.969945355191257,26.0,0.0,14.076923076923077,11.060773480662982,0.03022069257011744,186.0,0.5081967213114754,108.0,0.29508196721311475,400,386,8
102,2159.0,451.0,22.0,19.0,0.0,4.787139689578714,14.0,4.0,32.214285714285715,22.768083519761372,0.050483555476189296,202.0,0.44789356984478934,95.0,0.2106430155210643,480,468,9
103,2296.0,458.0,19.0,5.0,0.0,5.013100436681222,18.0,3.0,25.444444444444443,11.383259911894273,0.02485427928361195,237.0,0.517467248908297,128.0,0.2794759825327511,464,450,10
104,2864.0,601.0,18.0,11.0,0.0,4.765391014975042,32.0,2.0,18.78125,36.78950307091011,0.061213815425807165,242.0,0.40266222961730447,106.0,0.17637271214642264,629,610,9
105,2161.0,420.0,12.0,15.0,2.0,5.145238095238096,30.0,0.0,14.0,24.78525641025641,0.05901251526251526,154.0,0.36666666666666664,86.0,0.20476190476190476,524,507,11
106,3733.0,720.0,25.0,8.0,0.0,5.184722222222222,48.0,4.0,15.0,29.081005586592177,0.04039028553693358,303.0,0.42083333333333334,170.0,0.2361111111111111,733,708,10
107,2020.0,423.0,21.0,13.0,1.0,4.775413711583925,19.0,2.0,22.263157894736842,20.095693779904305,0.047507550307102374,152.0,0.35933806146572106,89.0,0.21040189125295508,502,489,8
108,1840.0,390.0,11.0,5.0,0.0,4.717948717948718,24.0,0.0,16.25,20.438687392055268,0.05240689074885966,185.0,0.47435897435897434,90.0,0.23076923076923078,389,382,8
109,1300.0,271.0,13.0,4.0,1.0,4.797047970479705,11.0,0.0,24.636363636363637,4.365792759051185,0.016109936380262677,96.0,0.35424354243542433,58.0,0.2140221402214022,317,308,6
110,3240.0,627.0,31.0,9.0,5.0,5.167464114832536,25.0,6.0,25.08,19.395398608881752,0.03093365009391029,223.0,0.35566188197767146,121.0,0.19298245614035087,720,695,11
111,2276.0,453.0,7.0,6.0,2.0,5.024282560706402,28.0,0.0,16.178571428571427,31.1380846325167,0.06873749367001479,159.0,0.3509933774834437,83.0,0.18322295805739514,571,548,9
112,1851.0,366.0,8.0,2.0,0.0,5.057377049180328,28.0,0.0,13.071428571428571,26.143250688705237,0.07142964669045147,142.0,0.3879781420765027,84.0,0.22950819672131148,442,423,8
113,2363.0,458.0,18.0,5.0,1.0,5.1593886462882095,24.0,0.0,19.083333333333332,10.713656387665198,0.023392262855164186,202.0,0.4410480349344978,105.0,0.2292576419213974,527,507,8
114,2572.0,573.0,9.0,25.0,4.0,4.488656195462478,24.0,2.0,23.875,41.14411247803164,0.07180473381855434,191.0,0.3333333333333333,113.0,0.19720767888307156,589,570,9
115,332.0,64.0,3.0,2.0,0.0,5.1875,4.0,0.0,16.0,7.237288135593221,0.11308262711864407,35.0,0.546875,23.0,0.359375,94,90,4
116,1802.0,373.0,17.0,6.0,1.0,4.831099195710456,24.0,1.0,15.541666666666666,15.08130081300813,0.04043244185793064,196.0,0.5254691689008043,102.0,0.2734584450402145,396,388,8
117,2609.0,501.0,30.0,9.0,0.0,5.2075848303393215,28.0,0.0,17.892857142857142,16.399061032863848,0.03273265675222325,212.0,0.4231536926147705,104.0,0.20758483033932135,574,553,12
118,2651.0,583.0,38.0,20.0,0.0,4.547169811320755,31.0,6.0,18.806451612903224,34.78641335636154,0.05966794743801294,231.0,0.39622641509433965,110.0,0.18867924528301888,677,658,10
119,1969.0,415.0,5.0,7.0,3.0,4.744578313253012,21.0,1.0,19.761904761904763,22.107317073170734,0.053270643549808996,161.0,0.38795180722891565,73.0,0.17590361445783131,452,442,8
120,1877.0,402.0,11.0,2.0,6.0,4.669154228855722,14.0,1.0,28.714285714285715,21.44026733500418,0.05333399834578154,136.0,0.3383084577114428,64.0,0.15920398009950248,470,461,8
121,3024.0,590.0,17.0,11.0,1.0,5.125423728813559,26.0,2.0,22.692307692307693,20.40273037542662,0.03458089894140105,220.0,0.3728813559322034,143.0,0.2423728813559322,658,633,9
122,2306.0,458.0,11.0,5.0,0.0,5.034934497816594,29.0,0.0,15.793103448275861,14.39647577092511,0.03143335321162687,177.0,0.3864628820960699,77.0,0.16812227074235808,531,509,10
123,1368.0,289.0,1.0,3.0,1.0,4.73356401384083,9.0,0.0,32.111111111111114,11.412865497076023,0.03949088407292742,106.0,0.36678200692041524,65.0,0.22491349480968859,315,307,7
124,891.0,178.0,0.0,2.0,0.0,5.00561797752809,0.0,0.0,178.0,13.486590038314176,0.07576735976580998,44.0,0.24719101123595505,50.0,0.2808988764044944,230,225,5
125,1514.0,296.0,1.0,3.0,0.0,5.114864864864865,10.0,0.0,29.6,14.767123287671232,0.04988893002591632,101.0,0.34121621621621623,48.0,0.16216216216216217,388,378,8
126,2270.0,441.0,5.0,7.0,1.0,5.147392290249433,22.0,1.0,20.045454545454547,14.733944954128441,0.03341030601843184,179.0,0.40589569160997735,94.0,0.21315192743764172,521,495,9
127,2309.0,455.0,13.0,4.0,0.0,5.0747252747252745,30.0,0.0,15.166666666666666,16.405764966740577,0.03605662630052874,203.0,0.4461538461538462,97.0,0.21318681318681318,555,542,9
128,2200.0,471.0,16.0,9.0,1.0,4.670912951167728,25.0,0.0,18.84,13.725196288365455,0.029140544136657016,186.0,0.39490445859872614,99.0,0.21019108280254778,494,486,10
129,3454.0,641.0,10.0,3.0,0.0,5.388455538221529,39.0,0.0,16.435897435897434,18.390894819466247,0.02869094355610959,281.0,0.43837753510140404,160.0,0.24960998439937598,705,676,10
130,2442.0,483.0,28.0,10.0,0.0,5.055900621118012,24.0,1.0,20.125,21.08768267223382,0.04365979849323773,190.0,0.39337474120082816,107.0,0.22153209109730848,572,554,10
131,2618.0,484.0,20.0,8.0,10.0,5.409090909090909,18.0,0.0,26.88888888888889,18.744444444444444,0.038728191000918274,183.0,0.378099173553719,104.0,0.21487603305785125,559,545,11
132,2785.0,604.0,25.0,15.0,1.0,4.610927152317881,43.0,1.0,14.046511627906977,40.13333333333333,0.06644591611479028,241.0,0.3990066225165563,117.0,0.19370860927152317,635,624,10
133,2247.0,448.0,12.0,7.0,0.0,5.015625,24.0,0.0,18.666666666666668,28.46096096096096,0.06352893071643072,172.0,0.38392857142857145,88.0,0.19642857142857142,494,475,10
134,1461.0,290.0,11.0,3.0,0.0,5.037931034482758,11.0,0.0,26.363636363636363,9.734265734265735,0.033566433566433566,126.0,0.43448275862068964,50.0,0.1724137931034483,360,351,7
135,2943.0,633.0,27.0,16.0,1.0,4.649289099526066,39.0,2.0,16.23076923076923,46.48089171974522,0.0734295287831678,220.0,0.34755134281200634,110.0,0.17377567140600317,734,712,9
136,1315.0,266.0,5.0,6.0,1.0,4.943609022556391,7.0,0.0,38.0,9.740458015267176,0.03661826321529014,116.0,0.43609022556390975,76.0,0.2857142857142857,326,307,7
137,2352.0,447.0,11.0,9.0,0.0,5.261744966442953,24.0,0.0,18.625,14.73288186606471,0.03295946726188973,191.0,0.4272930648769575,102.0,0.22818791946308725,552,536,10
138,969.0,204.0,4.0,6.0,0.0,4.75,12.0,0.0,17.0,10.436666666666667,0.051160130718954255,81.0,0.39705882352941174,53.0,0.25980392156862747,238,230,7
139,2072.0,406.0,9.0,2.0,0.0,5.103448275862069,30.0,0.0,13.533333333333333,8.039702233250619,0.01980222224938576,186.0,0.458128078817734,103.0,0.2536945812807882,466,450,9
140,3189.0,643.0,25.0,10.0,4.0,4.959564541213064,28.0,1.0,22.964285714285715,33.77203964527908,0.05252261220105611,264.0,0.4105754276827372,134.0,0.208398133748056,730,704,10
141,2358.0,450.0,34.0,7.0,0.0,5.24,26.0,1.0,17.307692307692307,16.071748878923767,0.03571499750871948,204.0,0.4533333333333333,96.0,0.21333333333333335,501,489,10
142,1604.0,339.0,11.0,5.0,0.0,4.731563421828908,18.0,0.0,18.833333333333332,17.101492537313433,0.05044688064104257,132.0,0.3893805309734513,80.0,0.2359882005899705,406,398,7
143,2384.0,489.0,8.0,3.0,1.0,4.875255623721881,30.0,0.0,16.3,14.057731958762886,0.028747918116079522,227.0,0.46421267893660534,129.0,0.26380368098159507,519,483,9
144,2322.0,415.0,22.0,3.0,0.0,5.595180722891566,18.0,6.0,23.055555555555557,10.718572587185726,0.02582788575225476,167.0,0.40240963855421685,79.0,0.19036144578313252,510,483,10
145,954.0,190.0,0.0,2.0,0.0,5.021052631578947,3.0,0.0,63.333333333333336,12.46524064171123,0.065606529693217,68.0,0.35789473684210527,29.0,0.15263157894736842,251,248,6
