chars,words,commas,apostrophes,punctuations,avg_word_length,sentences,questions,avg_word_sentence,POS,POS/total_words,prompt_words,prompt_words/total_words,synonym_words,synonym_words/total_words,unstemmed,stemmed,score
953.0,196.0,9.0,2.0,0.0,4.862244897959184,8.0,0.0,24.5,194.32642487046633,0.9914613513799302,142.0,0.7244897959183674,69.0,0.3520408163265306,243,241,3
626.0,123.0,7.0,2.0,0.0,5.0894308943089435,4.0,0.0,30.75,121.64462809917356,0.9889807162534435,88.0,0.7154471544715447,37.0,0.3008130081300813,170,171,2
766.0,155.0,1.0,2.0,0.0,4.941935483870968,10.0,0.0,15.5,150.64888888888888,0.9719283154121863,105.0,0.6774193548387096,58.0,0.3741935483870968,217,207,2
636.0,127.0,5.0,4.0,0.0,5.0078740157480315,9.0,0.0,14.11111111111111,127.0,1.0,100.0,0.7874015748031497,44.0,0.3464566929133858,174,174,2
218.0,43.0,0.0,2.0,0.0,5.069767441860465,1.0,0.0,43.0,42.0,0.9767441860465116,32.0,0.7441860465116279,19.0,0.4418604651162791,63,64,0
562.0,111.0,0.0,2.0,0.0,5.063063063063063,8.0,0.0,13.875,108.98148148148148,0.9818151484818152,77.0,0.6936936936936937,38.0,0.34234234234234234,132,129,1
609.0,127.0,1.0,4.0,0.0,4.7952755905511815,7.0,0.0,18.142857142857142,125.984,0.992,93.0,0.7322834645669292,49.0,0.3858267716535433,176,175,2
362.0,74.0,0.0,2.0,0.0,4.891891891891892,4.0,0.0,18.5,71.97183098591549,0.9725923106204796,56.0,0.7567567567567568,26.0,0.35135135135135137,106,106,1
1012.0,199.0,9.0,2.0,0.0,5.085427135678392,8.0,0.0,24.875,196.98979591836735,0.9898984719515947,128.0,0.6432160804020101,71.0,0.35678391959798994,270,263,3
357.0,77.0,2.0,3.0,0.0,4.636363636363637,5.0,0.0,15.4,75.65765765765765,0.9825669825669825,54.0,0.7012987012987013,29.0,0.37662337662337664,97,96,1
390.0,81.0,0.0,4.0,0.0,4.814814814814815,2.0,0.0,40.5,78.31601731601731,0.9668644113088557,53.0,0.654320987654321,32.0,0.3950617283950617,105,107,1
1032.0,215.0,6.0,2.0,0.0,4.8,16.0,0.0,13.4375,211.64465408805032,0.98439373994442,170.0,0.7906976744186046,84.0,0.39069767441860465,268,266,2
363.0,76.0,1.0,2.0,0.0,4.776315789473684,5.0,0.0,15.2,74.31506849315069,0.9778298485940881,52.0,0.6842105263157895,32.0,0.42105263157894735,112,112,2
571.0,118.0,1.0,4.0,1.0,4.838983050847458,7.0,0.0,16.857142857142858,117.66091954022988,0.9971264367816092,91.0,0.7711864406779662,45.0,0.3813559322033898,152,150,0
361.0,70.0,0.0,2.0,0.0,5.1571428571428575,2.0,0.0,35.0,69.0,0.9857142857142858,45.0,0.6428571428571429,21.0,0.3,105,103,0
672.0,133.0,0.0,2.0,0.0,5.052631578947368,6.0,0.0,22.166666666666668,131.3230769230769,0.9873915558126084,95.0,0.7142857142857143,42.0,0.3157894736842105,94,94,1
550.0,104.0,3.0,3.0,0.0,5.288461538461538,7.0,0.0,14.857142857142858,103.32026143790848,0.9934640522875816,66.0,0.6346153846153846,39.0,0.375,148,149,3
224.0,47.0,0.0,2.0,0.0,4.76595744680851,2.0,0.0,23.5,45.651515151515156,0.9713088330109607,29.0,0.6170212765957447,18.0,0.3829787234042553,68,70,0
879.0,176.0,8.0,2.0,0.0,4.994318181818182,5.0,0.0,35.2,174.66281310211946,0.9924023471711333,117.0,0.6647727272727273,61.0,0.3465909090909091,195,192,2
735.0,152.0,3.0,2.0,0.0,4.8355263157894735,6.0,0.0,25.333333333333332,149.98657718120808,0.98675379724479,111.0,0.7302631578947368,53.0,0.34868421052631576,208,209,2
998.0,193.0,9.0,5.0,0.0,5.170984455958549,7.0,0.0,27.571428571428573,191.65270506108203,0.993019197207679,112.0,0.5803108808290155,54.0,0.27979274611398963,262,261,3
466.0,98.0,0.0,4.0,0.0,4.755102040816326,6.0,0.0,16.333333333333332,96.31929824561402,0.9828499820981023,72.0,0.7346938775510204,38.0,0.3877551020408163,146,146,2
436.0,91.0,4.0,2.0,0.0,4.791208791208791,4.0,0.0,22.75,90.65917602996255,0.9962546816479402,73.0,0.8021978021978022,42.0,0.46153846153846156,121,121,1
262.0,53.0,0.0,2.0,0.0,4.943396226415095,1.0,0.0,53.0,52.0,0.9811320754716981,35.0,0.660377358490566,20.0,0.37735849056603776,86,87,1
298.0,62.0,0.0,2.0,0.0,4.806451612903226,3.0,0.0,20.666666666666668,61.65555555555555,0.9944444444444444,41.0,0.6612903225806451,26.0,0.41935483870967744,79,81,0
499.0,101.0,1.0,2.0,0.0,4.9405940594059405,7.0,0.0,14.428571428571429,99.31972789115646,0.9833636424866976,76.0,0.7524752475247525,38.0,0.37623762376237624,133,132,1
361.0,73.0,1.0,2.0,0.0,4.945205479452055,3.0,0.0,24.333333333333332,70.62857142857143,0.9675146771037183,53.0,0.726027397260274,29.0,0.3972602739726027,112,112,1
457.0,89.0,0.0,2.0,0.0,5.134831460674158,3.0,0.0,29.666666666666668,87.31782945736434,0.9810992073861162,56.0,0.6292134831460674,27.0,0.30337078651685395,126,122,0
297.0,62.0,1.0,2.0,0.0,4.790322580645161,4.0,0.0,15.5,61.0,0.9838709677419355,37.0,0.5967741935483871,24.0,0.3870967741935484,94,92,3
106.0,22.0,0.0,2.0,0.0,4.818181818181818,1.0,0.0,22.0,21.0,0.9545454545454546,15.0,0.6818181818181818,7.0,0.3181818181818182,36,37,1
722.0,145.0,12.0,3.0,0.0,4.979310344827586,2.0,0.0,72.5,144.66200466200468,0.9976689976689977,103.0,0.7103448275862069,67.0,0.46206896551724136,198,198,2
268.0,60.0,0.0,2.0,0.0,4.466666666666667,3.0,0.0,20.0,59.0,0.9833333333333333,43.0,0.7166666666666667,28.0,0.4666666666666667,85,84,1
1015.0,203.0,8.0,2.0,0.0,5.0,6.0,0.0,33.833333333333336,200.32663316582915,0.9868307052503899,131.0,0.645320197044335,69.0,0.3399014778325123,245,239,2
245.0,55.0,1.0,2.0,0.0,4.454545454545454,3.0,0.0,18.333333333333332,53.65384615384615,0.9755244755244755,37.0,0.6727272727272727,26.0,0.4727272727272727,81,81,1
577.0,116.0,3.0,5.0,0.0,4.974137931034483,7.0,0.0,16.571428571428573,115.3216374269006,0.9941520467836258,84.0,0.7241379310344828,47.0,0.4051724137931034,153,152,1
276.0,57.0,0.0,2.0,0.0,4.842105263157895,1.0,0.0,57.0,55.0,0.9649122807017544,39.0,0.6842105263157895,21.0,0.3684210526315789,86,87,1
788.0,147.0,4.0,2.0,0.0,5.360544217687075,10.0,0.0,14.7,143.31002331002333,0.9748981177552607,98.0,0.6666666666666666,50.0,0.3401360544217687,183,182,3
759.0,148.0,2.0,8.0,0.0,5.128378378378378,7.0,0.0,21.142857142857142,146.64840182648402,0.9908675799086758,103.0,0.6959459459459459,54.0,0.36486486486486486,196,197,2
1262.0,259.0,19.0,2.0,0.0,4.872586872586872,9.0,0.0,28.77777777777778,252.6482213438735,0.9754757580844536,178.0,0.6872586872586872,92.0,0.3552123552123552,300,289,3
304.0,68.0,0.0,2.0,0.0,4.470588235294118,4.0,0.0,17.0,66.31282051282051,0.9751885369532428,48.0,0.7058823529411765,25.0,0.36764705882352944,90,91,1
322.0,68.0,0.0,2.0,1.0,4.735294117647059,4.0,0.0,17.0,66.65641025641025,0.9802413273001508,46.0,0.6764705882352942,18.0,0.2647058823529412,96,96,1
513.0,104.0,1.0,4.0,0.0,4.9326923076923075,6.0,0.0,17.333333333333332,103.99999999999999,0.9999999999999999,70.0,0.6730769230769231,57.0,0.5480769230769231,146,147,1
549.0,112.0,1.0,2.0,0.0,4.901785714285714,2.0,0.0,56.0,110.3211009174312,0.9850098296199213,83.0,0.7410714285714286,64.0,0.5714285714285714,135,133,2
607.0,115.0,2.0,2.0,0.0,5.278260869565218,5.0,0.0,23.0,113.32142857142858,0.9854037267080746,73.0,0.6347826086956522,37.0,0.3217391304347826,156,154,3
445.0,92.0,0.0,3.0,0.0,4.836956521739131,4.0,0.0,23.0,91.65925925925926,0.9962962962962962,63.0,0.6847826086956522,42.0,0.45652173913043476,117,117,0
901.0,185.0,7.0,4.0,0.0,4.870270270270271,9.0,0.0,20.555555555555557,182.65201465201466,0.9873081873081874,127.0,0.6864864864864865,70.0,0.3783783783783784,229,229,3
241.0,52.0,2.0,2.0,0.0,4.634615384615385,1.0,0.0,52.0,50.0,0.9615384615384616,40.0,0.7692307692307693,20.0,0.38461538461538464,84,84,0
642.0,124.0,1.0,5.0,0.0,5.17741935483871,8.0,0.0,15.5,121.62841530054645,0.9808743169398907,88.0,0.7096774193548387,45.0,0.3629032258064516,156,158,1
502.0,101.0,0.0,2.0,0.0,4.97029702970297,5.0,0.0,20.2,99.65986394557824,0.986731326193844,76.0,0.7524752475247525,38.0,0.37623762376237624,143,143,2
409.0,84.0,1.0,2.0,0.0,4.869047619047619,4.0,0.0,21.0,81.31666666666666,0.9680555555555556,55.0,0.6547619047619048,28.0,0.3333333333333333,115,116,1
335.0,73.0,0.0,2.0,0.0,4.589041095890411,2.0,0.0,36.5,72.31455399061032,0.9906103286384975,58.0,0.7945205479452054,26.0,0.3561643835616438,108,109,1
742.0,148.0,7.0,4.0,0.0,5.013513513513513,6.0,0.0,24.666666666666668,146.986301369863,0.9931506849315068,104.0,0.7027027027027027,57.0,0.38513513513513514,191,188,3
732.0,152.0,10.0,2.0,0.0,4.815789473684211,7.0,0.0,21.714285714285715,148.32426303854876,0.9758175199904524,104.0,0.6842105263157895,55.0,0.3618421052631579,208,202,3
266.0,53.0,0.0,2.0,0.0,5.018867924528302,2.0,0.0,26.5,51.306666666666665,0.9680503144654088,41.0,0.7735849056603774,19.0,0.3584905660377358,77,79,1
625.0,131.0,4.0,3.0,2.0,4.770992366412214,7.0,0.0,18.714285714285715,129.64599483204134,0.9896640826873385,86.0,0.6564885496183206,45.0,0.3435114503816794,164,163,2
188.0,40.0,0.0,2.0,0.0,4.7,4.0,0.0,10.0,39.0,0.975,27.0,0.675,11.0,0.275,57,58,0
842.0,168.0,8.0,3.0,0.0,5.011904761904762,8.0,0.0,21.0,166.32525252525252,0.990031265031265,109.0,0.6488095238095238,54.0,0.32142857142857145,202,196,3
516.0,107.0,0.0,3.0,0.0,4.822429906542056,6.0,0.0,17.833333333333332,105.98095238095237,0.9904761904761904,87.0,0.8130841121495327,44.0,0.411214953271028,147,145,1
433.0,83.0,2.0,2.0,0.0,5.216867469879518,6.0,0.0,13.833333333333334,81.65833333333333,0.9838353413654618,59.0,0.7108433734939759,25.0,0.30120481927710846,124,124,1
541.0,108.0,2.0,2.0,0.0,5.0092592592592595,6.0,0.0,18.0,105.32051282051283,0.975189933523267,79.0,0.7314814814814815,37.0,0.3425925925925926,139,136,2
369.0,84.0,0.0,2.0,1.0,4.392857142857143,3.0,0.0,28.0,82.65843621399176,0.984029002547521,55.0,0.6547619047619048,37.0,0.44047619047619047,109,110,1
187.0,38.0,0.0,2.0,0.0,4.921052631578948,1.0,0.0,38.0,36.0,0.9473684210526315,25.0,0.6578947368421053,11.0,0.2894736842105263,61,62,0
515.0,109.0,9.0,2.0,0.0,4.724770642201835,3.0,0.0,36.333333333333336,107.66037735849056,0.9877098840228492,84.0,0.7706422018348624,38.0,0.3486238532110092,145,144,2
284.0,62.0,2.0,2.0,0.0,4.580645161290323,3.0,0.0,20.666666666666668,60.65536723163842,0.9783123747038455,43.0,0.6935483870967742,26.0,0.41935483870967744,87,88,1
501.0,106.0,2.0,2.0,0.0,4.726415094339623,4.0,0.0,26.5,104.99999999999999,0.990566037735849,79.0,0.7452830188679245,40.0,0.37735849056603776,104,104,2
298.0,56.0,0.0,3.0,0.0,5.321428571428571,3.0,0.0,18.666666666666668,56.0,1.0,35.0,0.625,17.0,0.30357142857142855,87,88,2
961.0,198.0,10.0,2.0,0.0,4.853535353535354,12.0,0.0,16.5,197.0,0.9949494949494949,136.0,0.6868686868686869,69.0,0.3484848484848485,234,226,2
281.0,61.0,3.0,2.0,0.0,4.60655737704918,4.0,0.0,15.25,59.6551724137931,0.9779536461277558,47.0,0.7704918032786885,19.0,0.3114754098360656,78,78,1
529.0,106.0,2.0,4.0,0.0,4.990566037735849,4.0,0.0,26.5,105.66025641025642,0.9967948717948719,80.0,0.7547169811320755,43.0,0.4056603773584906,136,138,1
646.0,129.0,8.0,2.0,0.0,5.007751937984496,5.0,0.0,25.8,127.66137566137566,0.989623067142447,88.0,0.6821705426356589,38.0,0.29457364341085274,170,166,2
994.0,185.0,6.0,2.0,1.0,5.372972972972973,8.0,0.0,23.125,184.32604735883424,0.9963570127504554,119.0,0.6432432432432432,60.0,0.32432432432432434,242,237,3
775.0,156.0,4.0,2.0,0.0,4.967948717948718,6.0,0.0,26.0,153.3115468409586,0.9827663259035808,112.0,0.717948717948718,60.0,0.38461538461538464,192,185,3
153.0,31.0,0.0,2.0,0.0,4.935483870967742,3.0,0.0,10.333333333333334,30.000000000000004,0.9677419354838711,20.0,0.6451612903225806,10.0,0.3225806451612903,43,43,0
318.0,66.0,0.0,2.0,0.0,4.818181818181818,2.0,0.0,33.0,64.0,0.9696969696969697,51.0,0.7727272727272727,26.0,0.3939393939393939,96,98,0
650.0,138.0,8.0,6.0,0.0,4.7101449275362315,5.0,0.0,27.6,136.98529411764707,0.9926470588235295,105.0,0.7608695652173914,56.0,0.4057971014492754,181,180,2
295.0,61.0,1.0,2.0,0.0,4.836065573770492,0.0,3.0,61.0,58.65497076023392,0.9615568977087529,42.0,0.6885245901639344,17.0,0.2786885245901639,92,93,0
1164.0,238.0,8.0,2.0,0.0,4.890756302521009,12.0,0.0,19.833333333333332,230.9913043478261,0.9705516989404458,186.0,0.7815126050420168,104.0,0.4369747899159664,281,277,3
321.0,64.0,1.0,2.0,0.0,5.015625,3.0,0.0,21.333333333333332,62.65573770491803,0.9789959016393442,45.0,0.703125,24.0,0.375,88,90,1
1371.0,264.0,3.0,2.0,0.0,5.193181818181818,11.0,0.0,24.0,260.97709923664127,0.9885496183206108,154.0,0.5833333333333334,91.0,0.3446969696969697,283,273,3
244.0,48.0,1.0,2.0,0.0,5.083333333333333,2.0,0.0,24.0,47.0,0.9791666666666666,34.0,0.7083333333333334,17.0,0.3541666666666667,77,75,1
684.0,134.0,6.0,6.0,0.0,5.104477611940299,5.0,0.0,26.8,133.32323232323233,0.994949494949495,104.0,0.7761194029850746,58.0,0.43283582089552236,171,166,2
149.0,30.0,2.0,2.0,0.0,4.966666666666667,1.0,0.0,30.0,29.0,0.9666666666666667,21.0,0.7,13.0,0.43333333333333335,45,46,1
458.0,95.0,5.0,2.0,0.0,4.821052631578947,4.0,0.0,23.75,91.65925925925926,0.9648343079922027,68.0,0.7157894736842105,39.0,0.4105263157894737,132,130,1
639.0,128.0,0.0,2.0,0.0,4.9921875,2.0,0.0,64.0,126.66133333333333,0.9895416666666667,87.0,0.6796875,43.0,0.3359375,187,185,2
446.0,86.0,0.0,2.0,0.0,5.186046511627907,5.0,0.0,17.2,84.31726907630522,0.9804333613523863,63.0,0.7325581395348837,31.0,0.36046511627906974,105,101,2
861.0,166.0,2.0,6.0,0.0,5.186746987951807,10.0,0.0,16.6,163.3008130081301,0.983739837398374,108.0,0.6506024096385542,43.0,0.25903614457831325,204,204,2
124.0,28.0,0.0,2.0,0.0,4.428571428571429,2.0,0.0,14.0,27.0,0.9642857142857143,18.0,0.6428571428571429,10.0,0.35714285714285715,36,36,1
1206.0,247.0,3.0,9.0,0.0,4.882591093117409,10.0,1.0,24.7,245.65578231292517,0.9945578231292517,175.0,0.708502024291498,93.0,0.3765182186234818,297,294,3
210.0,43.0,0.0,2.0,0.0,4.883720930232558,1.0,0.0,43.0,42.0,0.9767441860465116,28.0,0.6511627906976745,21.0,0.4883720930232558,62,64,0
251.0,52.0,0.0,2.0,0.0,4.826923076923077,2.0,0.0,26.0,50.0,0.9615384615384616,34.0,0.6538461538461539,21.0,0.40384615384615385,75,75,0
264.0,52.0,0.0,2.0,0.0,5.076923076923077,3.0,0.0,17.333333333333332,50.6530612244898,0.9740973312401884,33.0,0.6346153846153846,20.0,0.38461538461538464,78,79,0
134.0,26.0,0.0,2.0,0.0,5.153846153846154,1.0,0.0,26.0,25.000000000000004,0.9615384615384617,15.0,0.5769230769230769,9.0,0.34615384615384615,43,44,0
542.0,111.0,7.0,2.0,0.0,4.882882882882883,5.0,0.0,22.2,108.66043613707166,0.9789228480817266,82.0,0.7387387387387387,34.0,0.3063063063063063,133,132,2
975.0,191.0,13.0,2.0,1.0,5.104712041884817,5.0,0.0,38.2,190.0,0.9947643979057592,124.0,0.6492146596858639,63.0,0.3298429319371728,266,261,2
205.0,42.0,0.0,2.0,0.0,4.880952380952381,2.0,0.0,21.0,40.649572649572654,0.967846967846968,26.0,0.6190476190476191,12.0,0.2857142857142857,58,56,1
701.0,143.0,0.0,2.0,0.0,4.9020979020979025,7.0,0.0,20.428571428571427,141.66190476190476,0.9906426906426906,92.0,0.6433566433566433,59.0,0.4125874125874126,169,169,3
331.0,68.0,0.0,2.0,0.0,4.867647058823529,4.0,0.0,17.0,66.65641025641025,0.9802413273001508,41.0,0.6029411764705882,29.0,0.4264705882352941,100,100,1
261.0,58.0,1.0,2.0,0.0,4.5,4.0,0.0,14.5,56.65454545454545,0.9768025078369905,38.0,0.6551724137931034,25.0,0.43103448275862066,86,87,1
1147.0,236.0,6.0,2.0,0.0,4.860169491525424,8.0,0.0,29.5,230.9913043478261,0.9787767133382461,160.0,0.6779661016949152,87.0,0.3686440677966102,280,275,2
341.0,71.0,0.0,2.0,0.0,4.802816901408451,2.0,0.0,35.5,69.65686274509804,0.9810825738746203,42.0,0.5915492957746479,31.0,0.43661971830985913,112,113,2
1006.0,193.0,1.0,4.0,0.0,5.212435233160622,11.0,0.0,17.545454545454547,189.96858638743456,0.9842931937172775,122.0,0.6321243523316062,60.0,0.31088082901554404,238,236,2
952.0,181.0,7.0,2.0,0.0,5.259668508287293,4.0,0.0,45.25,179.6629213483146,0.9926128251288099,114.0,0.6298342541436464,66.0,0.36464088397790057,214,211,3
650.0,130.0,2.0,2.0,0.0,5.0,6.0,0.0,21.666666666666668,127.98425196850394,0.9844942459115688,106.0,0.8153846153846154,53.0,0.4076923076923077,154,155,3
561.0,111.0,2.0,2.0,0.0,5.054054054054054,4.0,0.0,27.75,109.32098765432099,0.9848737626515405,70.0,0.6306306306306306,43.0,0.38738738738738737,161,161,3
773.0,153.0,7.0,2.0,0.0,5.052287581699346,7.0,0.0,21.857142857142858,152.32450331125827,0.9955849889624724,110.0,0.7189542483660131,44.0,0.2875816993464052,191,190,2
673.0,129.0,7.0,2.0,0.0,5.217054263565892,4.0,0.0,32.25,127.32275132275132,0.9869980722693901,92.0,0.7131782945736435,48.0,0.37209302325581395,183,184,2
545.0,106.0,1.0,2.0,0.0,5.1415094339622645,7.0,0.0,15.142857142857142,102.64052287581698,0.9683068195831791,80.0,0.7547169811320755,36.0,0.33962264150943394,139,139,2
357.0,66.0,2.0,2.0,0.0,5.409090909090909,2.0,0.0,33.0,65.0,0.9848484848484849,43.0,0.6515151515151515,28.0,0.42424242424242425,96,98,1
738.0,154.0,5.0,2.0,0.0,4.792207792207792,6.0,0.0,25.666666666666668,151.98675496688742,0.9869269803044638,114.0,0.7402597402597403,70.0,0.45454545454545453,180,181,2
552.0,108.0,4.0,2.0,0.0,5.111111111111111,3.0,0.0,36.0,106.32063492063492,0.9844503233392122,78.0,0.7222222222222222,39.0,0.3611111111111111,142,141,1
291.0,65.0,3.0,2.0,0.0,4.476923076923077,5.0,0.0,13.0,63.31182795698925,0.9740281224152192,49.0,0.7538461538461538,27.0,0.4153846153846154,89,90,1
1006.0,206.0,12.0,2.0,0.0,4.883495145631068,8.0,0.0,25.75,203.32673267326732,0.9870229741420743,167.0,0.8106796116504854,84.0,0.4077669902912621,254,251,2
487.0,98.0,0.0,2.0,0.0,4.969387755102041,3.0,0.0,32.666666666666664,97.65972222222221,0.9965277777777777,71.0,0.7244897959183674,44.0,0.4489795918367347,113,114,1
896.0,172.0,4.0,2.0,0.0,5.209302325581396,7.0,0.0,24.571428571428573,170.66272189349112,0.992225127287739,117.0,0.6802325581395349,57.0,0.3313953488372093,214,207,3
509.0,101.0,1.0,2.0,0.0,5.03960396039604,6.0,0.0,16.833333333333332,99.31972789115646,0.9833636424866976,80.0,0.7920792079207921,37.0,0.36633663366336633,126,125,2
